Tmedia,Urmedia,Vento_Km,Pressao,Chuva_mm,Rad_w_m2,ET_mm,ETClass
21.82986111,89.90277778,182.07,984.6520833,21.2,9360,1.36,1
20.34166667,90.24305556,131.46,986.6479167,0.2,15547,1.76,2
18.49861111,92.625,170.51,986.4305556,35,4285,0.61,1
20.76041667,88.99305556,144.18,986.7201389,0.6,17434,2.04,2
19.46041667,90.75,266.1,990.3027778,9.4,7071,1.18,1
18.88055556,90.22916667,315.76,992.7083333,19.6,9637,1.53,2
19.44027778,87.64583333,350.86,994.6097222,0.2,10103,1.73,2
20.27361111,89.3125,236.62,987.6430556,23.4,7016,1.24,1
20.79722222,85.90277778,39.23,987.7944444,0,21168,2.36,2
25.35416667,76.60416667,255.06,984.0416667,0,26740,4.16,4
27.44444444,67.52777778,315.67,983.5631944,0,27407,5.15,5
26.96736111,69.97222222,214.88,985.7097222,0,25733,4.59,5
22.66180556,86.78472222,198.16,986.7847222,32.8,4734,1.04,1
21.96666667,91.26388889,167.84,983.7868056,41,6747,1.08,1
18.62083333,90.27083333,122.56,986.2458333,0.4,10723,1.21,1
17.28541667,91.79166667,173.47,985.0201389,35.8,8702,1.2,1
16.44791667,82.68055556,211.03,1004.148611,0.4,28941,3.42,3
21.07916667,85.04861111,220.43,1006.386111,14,14522,2.27,2
19.41597222,91.88888889,195.22,1003.920833,85.8,4132,0.75,1
15.95069444,94.1875,213.68,1003.401389,11.8,4306,0.47,0
10.53194444,84.86111111,198.56,1012.772917,4.8,16323,1.71,2
7.981944444,78.0625,235.1,1018.389583,0,15851,1.94,2
7.536111111,78.17361111,146.52,1021.613889,0,26418,2.51,3
9.215972222,79.68055556,52.27,1021.450694,0,13846,1.34,1
9.076388889,79.97916667,93.76,1021.845139,0,17435,1.74,2
9.598611111,75.51388889,38.56,1020.456944,0,27475,2.62,3
12.41736111,73.63194444,46.65,1019.234028,0,24270,2.54,3
11.96597222,85.80555556,80.75,1020.655556,1,12278,1.27,1
11.09305556,82.59722222,49.6,1019.246528,0.2,25961,2.53,3
12.14166667,76.61111111,108.79,1019.533333,0.2,20697,2.42,2
13.06388889,85.92361111,225.94,1019.291667,0,19327,2.26,2
13.74652778,86.8125,149.11,1019.936806,0,13235,1.58,2
15.35416667,87.93055556,200.78,1016.879861,0.2,5134,0.88,1
17.04444444,90.28472222,130.39,1014.197917,0,10632,1.19,1
16.66180556,88.63194444,171.31,1016.152778,0.4,8105,1.15,1
11.93611111,90.82638889,259.94,1020.982639,0.4,7466,0.83,1
10.23125,79.22222222,223.8,1023.920139,0,21633,2.48,2
10.09097222,89.40972222,107.23,1023.860417,0.2,10972,1.16,1
14.7875,85.99305556,175.15,1018.33125,0.2,13264,1.63,2
15.66944444,92.625,240.05,1006.638194,60.6,2605,0.6,1
10.34583333,85.68055556,233.06,1014.690278,1,9584,1.37,1
8.182638889,78.51388889,198.15,1018.060417,0,19963,2.26,2
8.640972222,78.84722222,89.09,1020.35625,0,20655,1.96,2
7.985416667,81.92361111,66.37,1022.326389,0,20893,1.91,2
9.000694444,89.22222222,161.47,1020.59375,0,9743,1.11,1
10.89652778,92.21527778,59.6,1019.044444,0.4,7192,0.71,1
10.74097222,89.43055556,105.62,1018.599306,0,9357,1.02,1
7.2375,91.47222222,72.93,1025.722222,0.2,9661,0.8,1
9.859027778,78.625,95.62,1027.511806,0.2,22302,2.35,2
13.87794118,80.94852941,197.51,1021.730147,0,16358,2.42,2
12.76388889,86.9375,103.05,1019.633333,0,14693,1.59,2
12.06875,94.43055556,75.15,1021.170833,0,6962,0.63,1
15.04375,88.25,189.85,1021.193056,0.4,9455,1.27,1
16.22916667,91.16666667,207.36,1012.730556,20,3308,0.67,1
14.64305556,91.64583333,292.41,1008.805556,1,7177,0.95,1
12.93472222,85.58333333,275.96,1010.681944,3.2,15125,1.85,2
10.6625,83.38194444,141.18,1012.79375,0,15836,1.74,2
10.13194444,82,213.17,1011.911111,0.2,17100,1.98,2
8.814583333,82.58333333,148.75,1012.813194,0,10529,1.31,1
8.072222222,83.57638889,43.22,1014.829861,0,12449,1.19,1
7.483333333,89.09722222,56.8,1015.95625,0,10459,0.91,1
6.559722222,88.5,50.21,1016.370833,0.2,11325,1.04,1
9.507638889,75.85416667,350.47,1015.365278,0.2,20568,3,3
6.621527778,69.4375,217.64,1019.586806,0,21186,2.57,3
6.108333333,67.3125,112.49,1022.10625,0,20662,2.4,2
7.229166667,73.53472222,218.69,1022.983333,1.4,20502,2.2,2
4.524305556,78.91666667,192.06,1025.375,0,20355,2.02,2
6.089583333,72.875,112.14,1027.273611,0,20627,2.17,2
7.920833333,72.23611111,82.86,1027.006944,0,20713,2.29,2
11.44166667,74.70138889,120.38,1023.372917,0.2,17622,2.21,2
12.14236111,73.79861111,53.6,1022.113194,0,18515,2.09,2
11.24513889,83.27083333,53.13,1020.365278,0,18266,1.77,2
7.973611111,87.20833333,55.82,1021.386806,0,17639,1.49,1
7.898611111,81.23611111,38.77,1023.380556,0.4,19993,1.88,2
8.13125,81.33333333,49.31,1024.428472,0,17095,1.66,2
6.088888889,83.8125,186.87,1026.720833,0.2,18492,1.67,2
7.863194444,81.45138889,175.88,1027.061806,0.2,18681,2.11,2
11.61388889,82.79861111,133.82,1022.211806,0,11476,1.5,2
12.2625,79.09027778,51.76,1020.735417,0,13782,1.49,1
10.3375,84.64583333,175.77,1020.753472,0,15445,1.83,2
12.13958333,89.61805556,157.06,1020.45,8.8,7388,0.81,1
13.18333333,95.08333333,197.12,1021.904167,21,1927,0.22,0
14.78333333,88.30555556,105.8,1022.640278,0.2,11145,1.1,1
14.94236111,91.63194444,77.52,1021.591667,0,6830,0.74,1
17.35625,85.15277778,176.24,1013.545833,1,17310,2.24,2
18.10972222,76.11805556,151.46,996.5118056,0,18346,2.58,3
17.34652778,80.86111111,148.65,995.1486111,0,17529,2.36,2
19.08819444,74.84722222,169.27,994.3902778,0,17383,2.71,3
20.11458333,72.58333333,242.65,991.7361111,0,18331,3.2,3
21.45347222,64.69444444,301.54,989.5590278,0,15632,3.43,3
16.93333333,85.64583333,127.36,986.6840278,44,3656,0.75,1
9.479166667,91.52083333,387.57,987.3479167,2.6,4252,0.73,1
10.26527778,77.79166667,276.63,994.1666667,0,20826,2.57,3
10.45902778,77.83333333,42.71,997.8340278,0,17242,1.76,2
10.59583333,88.75,140.22,992.5763889,12.8,2573,0.53,1
11.00069444,92.23611111,115.71,989.1333333,0,17005,1.48,1
12.04097222,95.125,253.67,984.2069444,58.8,919,0.15,0
12.00416667,93.77083333,203.03,987.9881944,1,9648,1,1
9.269444444,83.48611111,117.68,991.5013889,0.2,21018,2.19,2
11.89583333,92.48611111,163.76,986.1402778,1.6,6334,0.7,1
11.95,96.51388889,142.06,987.4152778,3,6678,0.58,1
7.14375,90.84722222,289.66,993.7715278,0.2,7571,0.87,1
5.029166667,90.125,254.59,998.73125,0.4,13696,1.07,1
6.759027778,88.77777778,78.87,1001.7125,0.2,14924,1.2,1
5.779861111,84.86111111,62.94,1001.825,0,20126,1.66,2
4.407638889,92.875,65.13,1001.309722,0.2,9137,0.71,1
6.636805556,91.93055556,70.76,1000.225,0.2,17239,1.34,1
7.763194444,83.50694444,157.62,997.9541667,0.2,21496,2.05,2
13.00277778,82.13194444,193.73,991.9583333,0,20421,2.37,2
13.08333333,90.54166667,152.44,993.5402778,0,14721,1.5,2
13.22986111,90.04861111,342.22,989.8458333,0,6981,1.05,1
12.44305556,90.24305556,496.97,984.7986111,10,7242,1.35,1
7.847222222,85.18055556,282.6,997.1375,0,9581,1.23,1
6.3,87.49305556,116.66,1001.822222,0,21371,1.9,2
10.22361111,84.55555556,238.22,998.7027778,0,22164,2.41,2
14.97569444,82.89583333,252.98,994.1236111,0,15897,2.16,2
20.59444444,69.52083333,364.26,989.5298611,0,15885,3.48,3
14.77222222,82.8125,229.61,992.8305556,0,11187,1.75,2
9.367361111,85.22916667,243.55,1001.422222,0,13334,1.68,2
11.62361111,87.32638889,271.49,996.1965278,0,11913,1.57,2
17.18611111,87.45138889,172.95,989.3972222,0,15997,1.88,2
20.96458333,77.92361111,186.29,984.9881944,0,19416,3.02,3
13.78680556,96.10416667,156.48,987.9583333,16,1167,0.12,0
11.45555556,84.25694444,72.36,993.1326389,0.2,24918,2.47,2
12.08055556,75.61111111,135.22,993.5152778,0,23462,2.56,3
12.50555556,79.34027778,92.13,994.7777778,0,20900,2.3,2
10.77569444,86.66666667,89.71,998.7013889,0.2,20252,1.91,2
10.20208333,87.44444444,188.21,997.49375,0.2,21073,2.09,2
12.98819444,81.55555556,127.04,993.4055556,0.2,26136,2.65,3
14.81041667,76.125,159.27,986.8006944,0.2,26625,3.54,4
17.07986111,74.65277778,33.01,985.0333333,0,22562,2.67,3
18.20833333,78.77777778,199.66,980.025,0,16763,2.59,3
16.37361111,72.47222222,175.89,980.2986111,0,24213,3.27,3
15.14097222,71.47222222,162.27,984.4090278,8.2,27445,3.34,3
11.82013889,60.27083333,106.42,993.0625,0,28156,3.61,4
15.00486111,56.02777778,307.54,988.7347222,0,28181,4.7,5
13.35347222,82.9375,452.24,988.8951389,0.6,16017,2.63,3
8.346527778,77.27777778,149.73,999.8125,0,26757,2.4,2
9.63125,66.14583333,189.9,997.8118056,0,28986,3.74,4
13.51666667,58.81944444,111.42,996.0381944,0,29269,3.62,4
16.94722222,59.90972222,214.72,991.9347222,0,29302,4.12,4
18.86388889,66.63194444,154.25,989.1840278,0,28982,3.99,4
22.64305556,68.89583333,238.25,985.0333333,0,25968,4.05,4
24.22569444,72.90277778,318.06,981.9736111,5,16086,3.48,3
15.57569444,95.18055556,202.7,985.4055556,8.4,4210,0.58,1
14.42569444,98.20833333,311.08,989.5902778,22,2901,0.33,0
14.84375,98.59722222,160.35,985.1111111,17.8,3834,0.34,0
14.77152778,91.47222222,107.51,986.2333333,8.2,18924,1.84,2
12.89027778,88.02777778,159.5,994.5173611,0.2,26714,2.69,3
9.785416667,93.40972222,412.54,999.1875,0.2,5617,0.89,1
9.345833333,95.20138889,336.62,1001.272917,4,3448,0.39,0
12.23888889,97.43055556,261.16,998.05625,1,6748,0.66,1
14.84375,95.02777778,151.44,991.8944444,12.4,10924,1.11,1
9.459027778,95.27777778,540.21,986.5840278,6.2,11807,1.15,1
10.98888889,94.29166667,487.65,988.1854167,3.4,6579,0.79,1
12.18958333,91.40277778,156.56,993.0854167,0,13069,1.21,1
14.91041667,79.89583333,90.55,993.8611111,0.2,33519,3.65,4
18.90972222,73.14583333,122.74,993.6034722,0,33696,4.27,4
19.97777778,75.93055556,202.75,989.3222222,0,32926,4.33,4
17.12916667,87.65972222,273.54,977.7381944,7,8578,1.45,1
16.19305556,78.49305556,439.33,975.7847222,20.4,27740,3.88,4
12.02222222,77.38888889,521.97,983.9854167,0,9648,2.18,2
11.51597222,78.02777778,146.03,991.7375,0,35481,3.44,3
13.18472222,73.35416667,93.82,991.7013889,0.2,33828,3.63,4
15.92916667,78.9375,137.98,986.5236111,0,34421,3.75,4
14.06666667,88.76388889,120.86,989.90625,0,25860,2.55,3
12.68680556,79.72916667,115.57,994.8819444,0,32642,3.13,3
13.83680556,84.32638889,141.07,996.4270833,0,23084,2.58,3
17.27777778,76.95833333,266.99,994.33125,0,35358,4.44,4
18.70972222,71.67361111,200.58,990.6208333,0,36794,4.52,5
14.97222222,70.45833333,166,993.8819444,0,36276,4.13,4
9.526388889,77.77083333,126.35,996.6486111,0,26998,2.68,3
11.02291667,82.79166667,139.29,995.4173611,0,27047,2.57,3
11.82152778,78.35416667,105.76,992.8048611,0.2,36664,3.7,4
14.61666667,64.34722222,175.77,991.7243056,0,39482,4.74,5
16.78472222,68.71527778,181.69,989.6833333,0,38914,4.81,5
14.01597222,74.34722222,367.01,993.5506944,0,38514,4.84,5
12.83888889,76.97916667,307.41,993.2173611,0,38494,4.45,4
15.56319444,76.71527778,276.21,995.2506944,0,37258,4.42,4
17.25138889,75.38194444,314.04,993.7736111,0,37379,4.74,5
16.9125,80.72916667,319.71,990.7875,0,21340,3.03,3
16.25972222,84.14583333,306.01,989.85,0,26495,3.48,3
16.44236111,82.07638889,385,986.7993056,0,18181,2.73,3
16.09166667,75.84027778,307.59,985.8020833,0.4,32343,4.28,4
16.28541667,77.89583333,189.98,984.9104167,0,28922,3.44,3
14.53819444,70.09027778,212.08,988.3173611,0,43744,5.04,5
12.57708333,63.0625,61.53,994.4625,0,44939,4.66,5
16.52867133,52.40559441,214.76,993.4937063,0,40180,5.77,6
19.75972222,63.06944444,138.82,987.0444444,0,43085,5.26,5
20.44305556,77.47222222,267.64,982.9493056,0,21785,3.24,3
21.64236111,77.8125,159.81,981.0409722,1,36776,4.36,4
20.98680556,78.34027778,202.78,986.9333333,0,38564,4.77,5
19.24652778,87.36111111,340.74,982.8333333,9.6,8995,1.55,2
21.22361111,88.54861111,244.8,977.8909722,32.2,19240,2.47,2
19.92222222,92.80555556,149.62,982.6875,22.4,12265,1.36,1
16.34652778,92.34027778,337.21,985.3090278,2.6,10877,1.41,1
18.49097222,94.38888889,269.9,979.8701389,30.6,10007,1.35,1
15.97152778,88.81944444,209.4,985.5673611,0.6,20459,2.18,2
15.15486111,83.9375,136.92,991.7548611,0.4,27241,3.01,3
15.92569444,78.84027778,175.14,992.2541667,0,45231,4.81,5
20.40833333,83.60416667,185.49,987.7180556,0,33931,4.07,4
19.61458333,93.28472222,228.43,986.6166667,0,14501,1.66,2
20.46458333,88.16666667,389.4,985.2416667,0,15408,2.36,2
19.88055556,91.64583333,238.93,979.2819444,12.4,16118,2.05,2
13.37430556,79.55555556,405.32,981.0909722,3.6,15290,2.38,2
13.08611111,70.93055556,199.5,992.4777778,0,45556,4.62,5
15.63819444,70.34027778,206.8,996.0236111,0,48591,5.67,6
19.20833333,72.34027778,299.48,989.4583333,0,48014,6.11,6
21.16111111,75.15277778,214.59,981.4861111,0,34846,4.61,5
19.99097222,87.77777778,316.19,976.0791667,50.2,2522,0.94,1
14.77569444,76.50694444,401.82,984.15625,0.8,34498,4.6,5
14.55625,65.65972222,115.1,993.1736111,0,49801,5.59,6
19.6375,61.92361111,146.17,994.2041667,0,48503,6.14,6
23.07013889,59.46527778,127.35,992.6263889,0,48745,6.4,6
23.81736111,60.29861111,202.05,986.3375,0,48148,6.77,7
26.04305556,58.80555556,119.44,984.6666667,0,45329,6.03,6
23.00416667,73.13194444,225.16,983.9125,0,27462,4.16,4
21.02361111,83.80555556,155.03,981.1541667,0,28035,3.54,4
23.26111111,77.29166667,143.76,980.8194444,1,40493,5.08,5
18.72152778,60.43055556,323.49,984.8430556,0,44750,6.26,6
17.35625,53.75,270.89,989.2048611,0,50485,6.78,7
20.73680556,63.28472222,165.42,984.6569444,0,49848,6.13,6
23.59861111,64.45138889,114.47,980.7069444,0,44347,5.55,6
23.78055556,63.96527778,154.52,977.8395833,1.4,35566,4.82,5
20.78333333,79.45138889,251.86,981.2506944,0,41665,5.1,5
15.52777778,83.33333333,187.05,988.2645833,20,19652,2.34,2
13.54791667,80.09722222,184.62,993.5263889,0,33599,3.82,4
17.10486111,69.6875,180.66,990.1194444,0,46497,5.37,5
18.21388889,71.65277778,137.84,985.2979167,0,28995,3.66,4
17.36527778,81.10416667,139.73,987.2576389,0.2,48665,5.08,5
14.98958333,69.36805556,88.29,989.2645833,0,52105,5.35,5
18.57986111,63.82638889,85.21,986.3020833,0,51483,6.04,6
21.70069444,57.04166667,218.48,987.0458333,0,51019,7.2,7
22.40416667,66.70833333,234.94,986.2541667,0,50516,6.64,7
24.59930556,73.95138889,225.86,982.7625,19.2,46438,6.22,6
20.58402778,92.28472222,86.93,982.4944444,7,11694,1.25,1
21.65902778,74.13888889,241.25,986.4125,0.2,44264,5.89,6
19.66111111,70.27083333,173.29,991.4756944,0,51322,6.14,6
18.85555556,66.10416667,197.4,993.3041667,0,53124,6.71,7
21.95555556,64.91666667,333.96,989.8826389,0,51873,7.2,7
24.10694444,75.13888889,151.75,987.3951389,0,30918,4.11,4
20.24791667,91.88194444,207.57,984.4958333,4.8,12617,1.63,2
21.64791667,79.5625,197.96,984.6805556,0,39676,5.05,5
22.77569444,68.25694444,170.28,983.6868056,0,52412,6.45,6
23.99375,66.76388889,163.83,983.2458333,0,46241,6.35,6
23.19513889,58.1875,108.19,984.3291667,0,45138,5.95,6
22.80902778,65.70138889,202.18,984.8652778,0,40307,5.5,6
19.49166667,66.9375,251.16,986.1770833,0,52847,6.69,7
22.53541667,67.79166667,167.81,980.9666667,0,45114,5.84,6
24.98888889,57.45833333,231.98,979.65625,0,51646,7.73,8
24.37777778,56.19444444,284.5,978.7361111,0,52172,8.12,8
23.05416667,60.02777778,213.5,981.5576389,0,24819,4.15,4
17.17986111,60.35416667,160.38,992.9201389,0,54276,6.64,7
18.09861111,56.91666667,191.05,997.4173611,0,53761,6.97,7
21.98194444,61.54166667,298.83,994.2590278,0,52725,7.75,8
25.62638889,61.75694444,233.33,988.6159722,0,45235,6.57,7
26.51388889,71.76388889,329.73,983.9694444,1.2,41742,6.42,6
22.66458333,80.00694444,209.55,982.0638889,1.4,23153,3.3,3
24.08055556,57.39583333,108.63,985.2652778,0,53559,7.17,7
26.65277778,57.15972222,208.45,984.0652778,0,46729,6.84,7
27.66388889,71.02083333,210.25,984.4256944,0,38392,5.72,6
25.82916667,72.70138889,221.85,983.1472222,2.4,30724,4.47,4
24.42361111,74.63194444,129.18,985.5201389,0,40871,5.27,5
25.99444444,75.02777778,346.37,981.3256944,4.2,37526,6.12,6
23.45138889,91.15277778,275.97,978.5083333,19.4,10248,1.69,2
21.20833333,97.15972222,117,985.0902778,19.4,9838,1.02,1
22.79930556,86.69444444,197.97,988.93125,0,28215,3.52,4
23.26180556,89.75694444,192.5,986.6916667,12,18112,2.38,2
24.52430556,88.59722222,183.06,983.3604167,14.4,28065,3.44,3
26.11111111,86.63194444,196.59,981.1604167,3,28470,3.57,4
27.26805556,85.02083333,154.96,982.1298611,6.2,38272,4.64,5
26.42638889,82.8125,221.38,985.4368056,0,36103,4.8,5
24.77083333,84.40972222,252.69,983.0895833,33.4,28911,3.97,4
22.38680556,88.10416667,179.14,981.2215278,33.2,18549,2.31,2
23.37708333,88.90277778,58.85,984.7451389,0,20778,2.27,2
22.52430556,78.26388889,280.3,990.3833333,0,47229,5.97,6
23.72222222,82.76388889,129.56,986.83125,0,31098,3.96,4
25.04444444,89.09722222,60.06,983.0305556,2,21829,2.54,3
26.41805556,85.28472222,197.89,978.25,24.8,39424,5.15,5
23.21944444,92.63194444,188.96,981.9194444,17.4,20545,2.41,2
22.75416667,82.03472222,165.31,988.2291667,0,40956,4.77,5
23.69791667,77.96527778,154.83,988.7729167,0,50047,5.86,6
26.26666667,76.61805556,221.24,983.8965278,0,44744,6.2,6
23.17777778,89.77777778,201.7,983.6423611,20,28494,3.29,3
24.89166667,83.40277778,240.86,983.0138889,17.4,43236,5.41,5
23.53776224,88.11188811,345.73,978.541958,19.8,22279,3.31,3
23.94861111,83.83333333,199.89,975.8451389,1.2,30268,4.09,4
24.14444444,80.65277778,136.23,983.0229167,0.4,45711,5.38,5
22.80277778,70.55555556,194.32,990.0083333,0,51396,6.69,7
23.81111111,68.11111111,227.19,991.6006944,0,50558,6.9,7
23.38541667,71.60416667,205.75,990.6576389,0,50253,6.58,7
23.44513889,75.17361111,219.45,987.3847222,0,49856,6.47,6
23.96180556,78.68055556,154.95,985.96875,0.2,37411,4.77,5
23.28958333,85.23611111,166.45,982.5673611,2.6,27478,3.47,3
22.66388889,76.88194444,173.22,982.7090278,0,43617,5.3,5
18.7375,81.71527778,132.72,988.8909722,1.6,26462,3.3,3
18.65486111,75.68055556,86.79,992.65,0.2,43785,4.85,5
21.52916667,69.54166667,130.38,992.6597222,0,51437,6.09,6
24.58541667,73.47222222,181.76,990.9534722,0,45661,5.73,6
25.94583333,77.41666667,187.38,988.6326389,0,37744,5.03,5
25.56388889,77.27083333,195.21,986.1125,0.4,32017,4.35,4
25.43333333,78.13888889,188.86,981.4194444,0,34107,4.5,5
24.26111111,84.20138889,115.02,978.7694444,3.8,27884,3.71,4
24.13263889,80.71527778,59.47,980.9416667,0.4,39012,4.54,5
26.27361111,73.79166667,139.15,980.6388889,19.4,41938,5.46,5
23.65208333,75.40972222,382.78,979.7284722,1,42370,6.14,6
19.12361111,73.19444444,221.44,985.1125,0,38296,4.78,5
18.30972222,74.56944444,88.84,987.5145833,0,48511,5.39,5
18.26597222,79.59722222,161.14,988.1048611,0,17769,2.49,2
23.22361111,79.26388889,198.7,985.7222222,0,41164,5.36,5
25.11944444,78.24305556,165.34,984.6277778,10.8,33259,4.36,4
22.40902778,86.50694444,137.73,982.6791667,2.4,22349,2.79,3
23.41180556,85.98611111,125.75,979.7576389,3.6,31860,3.88,4
23.04652778,87.72916667,115.55,979.2944444,2.4,31571,3.9,4
24.10902778,77.875,190.97,983.6083333,0.2,41497,5.44,5
25.12291667,75.6875,191.97,987.8173611,0.2,45557,6,6
24.15069444,84.70138889,81.02,986.6395833,48.8,20891,2.67,3
22.58263889,86.18055556,202.67,983.9388889,3,20833,2.75,3
23.51041667,85.98611111,156.81,983.5520833,19,14552,2.18,2
24.6125,85.64583333,108.42,987.9125,0.2,38069,4.4,4
27.0125,81.72916667,130.44,989.1277778,0.2,28817,3.79,4
23.92222222,84.45138889,113.41,988.9451389,4,20845,2.64,3
25.2125,79.88888889,88.54,985.19375,0.2,32820,4.11,4
23.84583333,88.63194444,66.76,984.2729167,18.2,24947,2.9,3
24.68819444,80.38888889,73.63,984.4847222,0.4,42022,4.94,5
25.06180556,76.48611111,98.8,984.8930556,0,41446,5.01,5
25.10694444,78.22222222,136.61,986.1381944,0,37701,4.78,5
25.13611111,73.40972222,125.72,984.1090278,0,44659,5.54,6
25.56805556,76.78472222,117.61,979.34375,0,34154,4.46,4
25.25138889,80.22916667,100.87,977.5826389,0,42033,4.98,5
26.23263889,78.03472222,69.95,980.2548611,0,35685,4.46,4
24.49027778,87.8125,114.14,982.6006944,5.4,18006,2.25,2
22.21527778,93.93055556,225.82,981.4465278,84.8,9789,1.2,1
21.03055556,85.32638889,235.1,984.7229167,0.6,28380,3.61,4
21.43333333,78.75,85.9,987.5868056,0.2,42111,4.81,5
22.52777778,76.47916667,175.12,989.0055556,0.2,38791,5.1,5
24.38541667,78.09027778,221.96,985.23125,0,38538,5.27,5
22.49583333,89.00694444,288.35,978.1145833,55.2,5610,1.23,1
21.28333333,77.59027778,78.2,985.6798611,1.2,31784,3.7,4
19.80277778,69.98611111,137.58,987.3229167,11.8,39344,5.29,5
19.26111111,77.91666667,201.36,984.3201389,53.6,31776,3.88,4
16.30416667,69.35416667,79.06,989.9548611,0,41812,4.67,5
18.99305556,64.72916667,90.57,988.9722222,0,41072,5.01,5
22.61458333,74.625,220.69,984.5701389,13.4,35875,5.01,5
18.65416667,92.3125,159.72,985.2291667,4.4,6222,0.79,1
14.82708333,77.3125,99.93,994.4506944,0,33364,3.51,4
15.82083333,77.89583333,145.09,995.475,0.2,39729,4.47,4
17.87847222,80.76388889,216.12,994.6847222,0.4,36276,4.38,4
18.975,80.04166667,208.88,995.00625,0.2,36825,4.57,5
21.06111111,78.50694444,204.84,994.6833333,0,33838,4.21,4
22.12916667,81.84027778,176.84,992.7472222,0,22134,3.03,3
21.34305556,84.23611111,95.75,989.7173611,5,21306,2.65,3
21.44305556,82.43055556,82.15,987.4145833,0,29073,3.43,3
21.40486111,80.52083333,192.87,988.7416667,0,31240,3.85,4
22.28263889,79.19444444,277.3,988.3347222,0,29074,4.19,4
22.08958333,81.15972222,172.5,990.1069444,0.2,25070,3.41,3
20.78333333,81.58333333,244.23,993.5826389,0,25838,3.66,4
