Tmedia,Urmedia,Vento_Km,Pressao,Chuva_mm,Rad_w_m2,ET_mm,ETClass
21.30486111,74.50694444,265.98,992.6430556,0,36334,5.02,5
21.32569444,75.09722222,268.87,990.5743056,0,35145,4.78,5
20.51388889,73.4375,245.18,993.7722222,0,32770,4.43,4
20.65277778,74.27083333,279.62,995.6861111,0,27403,4.24,4
21.24583333,74.1875,302.28,990.6805556,0,33534,4.71,5
22.00972222,79.75,99.78,986.9159722,0,27732,3.38,3
24.10347222,72.95833333,112.73,983.7395833,0,29785,4.05,4
22.36388889,79.04166667,109.47,982.4145833,0,17732,2.45,2
19.10625,65.01388889,100.95,988.5277778,0,33753,4.4,4
19.99930556,72.43055556,274.59,988.2090278,0,32942,4.77,5
22.14375,82.36805556,324.55,987.4201389,0.4,16188,2.7,3
22.50347222,86.30555556,319.24,985.5631944,0.6,7113,1.55,2
20.53125,93.41666667,339.45,982.0979167,124.8,3661,0.86,1
18.04930556,75.77777778,300.17,988.4201389,0,32687,4.4,4
15.22916667,75.65972222,94.17,996.2006944,0,29937,3.29,3
16.04583333,73.36111111,164.05,993.8597222,0,30697,3.73,4
16.97083333,81.39583333,228.02,992.0263889,0,19431,2.72,3
17.88194444,92.11805556,161.86,991.1611111,4.8,3870,0.56,1
18.10902778,83.72916667,217.16,992.7645833,2,17707,2.44,2
16.15,85.71527778,125.46,994.2486111,0.2,19196,2.28,2
17.0875,84.59722222,245.54,993.4777778,0.2,19203,2.61,3
18.91666667,86.70138889,232.77,988.4847222,3.4,5145,1.08,1
20.38402778,87.09722222,222.52,982.1402778,0.4,9134,1.43,1
19.03680556,83.19444444,91.95,983.23125,2.4,18396,2.27,2
14.94236111,75.45833333,50.38,991.8625,0,29852,3.06,3
15.75625,70.45138889,98.79,993.9923611,0,28771,3.36,3
17.68611111,79.40972222,192.41,988.8534722,0,15550,2.33,2
19.45694444,83.99305556,228.01,979.3159722,0.2,16408,2.37,2
14.64513889,74.22222222,420.8,979.2826389,8,26908,3.86,4
12.25902778,64.86805556,293.08,991.5270833,0,28623,4.08,4
13.74027778,63.47222222,133.13,995.6590278,0,28075,3.9,4
15.42708333,66.125,33.75,997.0979167,0,27715,3.36,3
16.49236111,62.04166667,36.44,996.7993056,0,27996,3.48,3
16.42152778,70.20138889,89.45,994.9930556,0,17084,2.42,2
19.01971831,68.14084507,226.68,991.6401408,0,24930,3.81,4
19.45,79.59027778,96.21,991.7854167,0,18789,2.46,2
18.06458333,82.72222222,98.64,989.85,0.2,24202,2.87,3
17.59097222,86.72222222,87.05,990.7805556,0.4,21586,2.27,2
18.30972222,79.5,222.99,992.1180556,0.4,24888,3.22,3
19.60486111,78.47916667,266.87,988.8944444,0,24917,3.54,4
17.43611111,89.54166667,162.93,984.0902778,7,3506,0.74,1
15.63194444,81.97222222,122.01,990.575,0,15052,1.69,2
11.18819444,80.84027778,135.89,996.9027778,0.2,24455,2.64,3
11.89722222,75.0625,197.3,994.65625,0,18864,2.6,3
14.57013889,90.01388889,298.87,987.4590278,92.8,1080,0.62,1
16.04791667,89.23611111,239.7,983.2708333,23.2,3971,0.83,1
15.11666667,89.11805556,122.53,986.3208333,1.2,11269,1.21,1
13.65555556,88.53472222,31.43,991.9104167,0.2,12139,1.24,1
12.12569444,84.94444444,67.74,993.3611111,0.4,21587,2.11,2
13.29166667,87.72222222,171.41,991.5756944,0.2,7383,1,1
17.24791667,81.79166667,313.48,986.4041667,0.2,16863,2.61,3
17.82916667,84.59027778,252.64,981.3479167,0.8,12895,2.09,2
13.78680556,90.06944444,71.67,986.3875,22.6,6042,0.63,1
11.9625,84.00694444,155.78,989.08125,0.4,22673,2.59,3
14.38680556,75.59027778,92.14,993.1715278,0.2,22200,2.51,3
14.11188811,84.05555556,214.67,991.5472222,0.2,5152,1.13,1
17.58333333,86.36111111,220.66,988.0263889,1.2,11462,1.71,2
20.67430556,89.83333333,286.19,983.1541667,93.6,5180,1.11,1
15.65277778,92.23611111,136.59,989.71875,1.4,1613,0.24,0
11.925,88.28472222,313.53,998.1208333,0.8,6673,1.05,1
15.36458333,88.04166667,252.94,994.1902778,1.4,5606,1.07,1
14.85138889,93.9375,134.24,994.0472222,1.8,13173,1.25,1
13.36527778,92.67361111,225.49,996.3694444,0,8466,0.96,1
12.74930556,88.84027778,250.96,993.4319444,0,11177,1.41,1
13.36041667,91.68055556,170.67,990.6930556,0.4,11150,1.22,1
11.73541667,86.1875,38.06,994.1159722,0.4,20611,1.98,2
12.63055556,87.24305556,148.39,990.7715278,0.2,14278,1.57,2
14.59305556,89.88888889,42.05,988.4201389,0,10862,1.07,1
12.07361111,93.51388889,143.41,990.9201389,0,8470,0.87,1
9.970833333,96.72222222,110.32,991.4298611,4,3389,0.29,0
12.87777778,94.81944444,115.38,987.4576389,7,6595,0.66,1
13.28194444,96.38888889,205.38,980.0055556,28.4,3853,0.4,0
9.903472222,92.75,302.21,989.8076389,12.8,7193,0.85,1
11.57361111,79.01388889,437.65,990.4715278,0,20408,3.03,3
12.77986111,75.91666667,184.03,991.0319444,0,20629,2.62,3
11.91944444,84.33333333,94.33,992.7666667,0.2,20064,2.07,2
13.78819444,85.33333333,87.77,993.1881944,0.2,20181,2.03,2
12.19722222,89.30555556,154.39,996.9451389,0.4,19975,1.98,2
15.74791667,86.95833333,268.47,993.6076389,0.2,16157,1.9,2
19.57638889,78.29166667,315.99,986.6770833,0,15533,2.75,3
21.49375,72,370.68,981.5451389,0,13794,3.06,3
11.49583333,89.83333333,171.28,986.9722222,19.6,3093,0.55,1
7.239583333,81.44444444,97.64,998.8284722,0,17033,1.58,2
5.919444444,78.94444444,71.57,1001.732639,0.2,20094,1.9,2
11.25208333,83.65972222,235.17,997.4833333,0,17462,2.04,2
17.68194444,80.22222222,320.32,991.3715278,0,19072,2.95,3
19.34375,77.86111111,340.65,992.05625,0,19296,3.17,3
20.21736111,77.59027778,252.92,993.4986111,0,18713,2.86,3
19.33402778,77.25694444,210.5,994.3895833,0,19364,2.94,3
17.70972222,80.65277778,241.52,991.9527778,0,16740,2.64,3
19.36597222,72.38888889,283.22,989.5736111,0,16375,3.02,3
16.74166667,88.98611111,52.59,992.5631944,4,4502,0.75,1
15.30486111,96.88194444,82.85,991.7527778,40.4,2788,0.29,0
12.19305556,90.90972222,104.27,995.7041667,0.6,18218,1.61,2
10.18125,85.22222222,78.45,1002.332639,0.4,19559,1.82,2
9.915277778,79.13194444,172.32,1005.552778,0,20738,2.36,2
12.02777778,79.36111111,273.34,1003.349306,0,20750,2.71,3
13.2,79.45833333,267.12,999.8263889,0,18276,2.49,2
15.78888889,75.13194444,322.42,997.0027778,0,19591,3.13,3
18.56458333,69.6875,224.25,996.8090278,0,17779,2.94,3
15.58888889,80.95138889,142.44,997.0138889,0,13254,1.85,2
17.37083333,78.13888889,179.98,995.4125,0,18325,2.72,3
17.37083333,82.97916667,81.2,994.4534722,0,13704,1.64,2
17.73055556,85.05555556,92.83,994.2493056,2,18340,2.17,2
14.68125,94.13888889,167.98,996.6145833,12.8,5159,0.53,1
16.55555556,92.35416667,244.64,996.3729167,7.2,10509,1.24,1
19.30347222,81.02083333,255.51,992.1381944,0.2,20259,2.83,3
20.66597222,73.29166667,309.83,989.2208333,0,16962,3.11,3
21.77777778,65.66666667,440.17,981.7791667,0,18098,4.4,4
9.227777778,91.40972222,182.78,990.4743056,11.2,1880,0.4,0
4.969444444,84.22222222,188.31,1002.498611,0,11568,1.14,1
4.313888889,70.5625,126.38,1004.442361,0,22504,2.18,2
6.8,67.81944444,113.03,1000.870139,0,22807,2.5,3
10.50486111,60.70138889,152.1,995.1833333,0,22710,3.38,3
10.52222222,70.76388889,49.34,995.4451389,0,21476,2.29,2
11.83958333,76.43055556,176.82,994.7673611,0,22156,2.72,3
17.62361111,67.95138889,290.25,990.6076389,0,21344,3.54,4
19.96805556,62.97916667,274.4,989.7861111,0.2,7776,2.62,3
16.98958333,85.02777778,129.96,995.0729167,0.2,14094,1.71,2
18.82638889,85.45833333,196.85,996.0861111,0.6,14059,1.9,2
20.75347222,72.86805556,142.41,995.275,0,21605,3.29,3
18.59652778,78.84722222,223.67,993.8194444,0,22161,3.06,3
19.24513889,72.34027778,276.52,995.0659722,0,22100,3.65,4
20.39583333,70.04861111,161.8,995.3465278,0,19999,3.29,3
17.33194444,86.72916667,48.36,992.35625,0,15035,1.69,2
17.55069444,87.30555556,81.8,988.9111111,0,14247,1.6,2
13.38125,94.46527778,264.91,991.5701389,40,2432,0.34,0
11.69513889,87.29861111,113.1,995.7027778,0.6,12250,1.2,1
11.21458333,81.13194444,64.9,1000.071528,0.2,24992,2.44,2
13.31111111,82.20138889,253.96,997.7465278,0.2,25432,3.02,3
15.23333333,76.76388889,211.41,994,0,24881,3.1,3
16.17152778,73.75,130.97,988.4361111,0,23961,3.08,3
15.27638889,83.70138889,301.96,984.6041667,28.8,18338,2.28,2
12.99861111,84.95138889,225.77,991.4194444,0,13438,1.73,2
15.04583333,82.45138889,394.29,992.3506944,4.6,16099,2.61,3
15.4625,90.91666667,406.41,986.0638889,22.8,2541,0.87,1
16.39652778,92.27083333,316.21,981.8458333,24.2,2054,0.58,1
13.48958333,95.25694444,48.58,984.1423611,32.6,2450,0.23,0
10.91388889,78.48611111,82.93,991.3222222,0.2,27064,2.76,3
12.18402778,67.02083333,76.37,993.6131944,0,27746,3.19,3
11.75763889,79.4375,44.23,994.9166667,0.2,26755,2.69,3
12.89513889,73.34027778,101.06,993.3763889,0,28145,3.2,3
15.41180556,73.625,147.78,987.9326389,0,28075,3.66,4
16.30138889,83.91666667,201.21,983.0520833,6,15908,2.21,2
10.65694444,73.0625,101.57,995.9763889,0.2,22837,2.37,2
9.391666667,64.61111111,58.35,1003.656944,0,28039,2.88,3
12.09930556,69.4375,273.86,996.5493056,0,29312,3.82,4
18.31875,72.50694444,264.97,989.3597222,0,23447,3.61,4
23.72083333,70.26388889,384.7,986.0159722,0,25939,4.82,5
25.49097222,66.85416667,374.92,985.4263889,0,27044,5.15,5
19.83194444,81.5625,184.54,987.4534722,0.6,10779,1.75,2
19.23402778,83.25694444,98.42,988.6583333,0,20206,2.41,2
19.89375,81.55555556,162.73,987.9986111,0.4,22749,2.98,3
23.90347222,73.60416667,285.43,983.0569444,0,14395,2.8,3
13.46875,80.04166667,221.04,992.1881944,0.8,15598,2.16,2
12.61666667,78.66666667,199.1,998.14375,0,30131,3.4,3
18.89444444,75.95138889,398.16,992.6798611,0,26501,3.95,4
22.89027778,72.26388889,308.55,990.3784722,0,28871,4.58,5
25.3625,63.26388889,331.75,987.0993056,0,27463,5.14,5
21.93333333,76.34027778,213.21,986.9951389,13.4,7040,1.93,2
13.25833333,92.45833333,94.36,994.8416667,6.8,5467,0.55,1
15.15347222,85.50694444,220.41,993.7993056,0.2,21251,2.49,2
20.10694444,81.15277778,142.65,988.5243056,1.8,24695,3.21,3
20.4625,79.98611111,166.35,986.90625,0,16768,2.38,2
20.71458333,82.85416667,118.81,986.8041667,0.2,13293,1.94,2
21.6125,80.66666667,376.38,980.1875,2,7543,1.97,2
16.24305556,82.04166667,408.83,987.2618056,10.2,27992,3.61,4
13.81388889,82.42361111,165.55,996.4798611,4.6,22532,2.59,3
15.53055556,92.60416667,188.5,990.1798611,76,1849,0.38,0
15.50416667,92.88888889,72.66,986.75625,52.2,6954,0.69,1
13.76666667,87.02777778,223.78,997.9868056,0.4,23115,2.66,3
13.74791667,92.29861111,227.91,999.7194444,8,7606,0.97,1
14.97361111,83.73611111,128.01,998.8819444,0.2,24657,2.73,3
14.59930556,82.47222222,106.74,996.2819444,0.2,35422,3.68,4
16.60763889,84.05555556,137.28,993.2388889,0.2,26472,3.03,3
23.34097222,74.86805556,182.92,989.6583333,0,33614,4.57,5
23.04791667,78.88888889,163.54,988.125,0,31650,4.07,4
15.95277778,92.6875,68.89,989.9180556,18,7866,0.77,1
14.54513889,89.23611111,97.56,995.6951389,0,13754,1.36,1
16.21180556,81.3125,190.89,995.2534722,0.4,36620,4.11,4
20.07361111,82.5,123.9,992.2229167,0,21113,2.59,3
21.16597222,86.1875,56.03,988.7895833,0,28926,3.13,3
17.12986111,91.34027778,147.16,988.4868056,23.2,11035,1.16,1
16.00902778,79.75,303.74,995.9645833,0.2,24694,3.3,3
15.79166667,79.625,271.43,992.8909722,0.2,15448,2.34,2
16.98472222,87.09722222,41.36,981.64375,0.2,16588,1.66,2
16.67916667,89.29166667,102.13,973.7486111,26.6,15562,1.79,2
14.12430556,81.72916667,235.2,977.9965278,1.2,23782,2.97,3
14.97013889,69.97222222,283.07,986.1826389,0.2,39692,5.22,5
19.74444444,59.10416667,278.35,986.1319444,0,35557,5.64,6
22.86597222,53.30555556,403.18,980.3590278,0,34129,6.64,7
19.95763889,70.91666667,177.75,987.8979167,0,34811,4.75,5
15.65347222,72.52777778,292.13,995.6319444,0,41455,5.35,5
18.57152778,75.48611111,343.35,988.3090278,0,32810,4.54,5
19.25972222,82.54166667,107.02,983.5805556,0,22346,2.84,3
16.9,81.5,185.28,987.2041667,0.6,19709,2.66,3
14.99375,87.54166667,347.65,987.8513889,16.4,9073,1.55,2
14.24166667,91.42361111,392.92,987.1263889,65.4,2761,0.86,1
14.25208333,93.18055556,132.2,987.7645833,7.4,7185,0.7,1
13.84861111,81.64583333,50.36,994.0125,2,28247,2.78,3
15.84236111,70.31944444,65.13,995.7013889,0,43919,4.66,5
18.90416667,72.90277778,228.72,991.6048611,0,36404,4.76,5
22.44444444,77.77777778,249.9,986.5972222,13.8,31634,4.36,4
19.44166667,87.77777778,188.78,983.3243056,27.6,891,0.62,1
17.75833333,84.99305556,176.69,986.1041667,46,23048,2.71,3
17.39930556,74.76388889,152.98,988.0263889,0.2,45130,5.2,5
17.675,90.13888889,118.02,983.8493056,46.2,7135,1.03,1
12.52777778,73.84722222,132.19,994.0472222,0.2,39189,3.92,4
13.16736111,68.06944444,37.18,994.7909722,0,46127,4.5,5
17.19305556,67.47916667,123.99,991.05,0,41028,4.8,5
20.04166667,74.43055556,73.02,986.7972222,0,38996,4.57,5
19.48958333,79.29861111,36.23,983.3368056,0,32507,3.56,4
19.47777778,84.98611111,132.5,977.8006944,8.8,24833,2.97,3
16.82361111,88.57638889,175.2,980.7868056,4.2,17212,2.04,2
19.30277778,80.05555556,118.65,984.5173611,0,31147,3.68,4
19.64375,78.3125,74.32,983.2541667,0,32910,3.81,4
16.26388889,64.61805556,52.06,990.5201389,0,47411,4.98,5
18.30833333,60.32638889,90.68,991.5152778,0,46564,5.65,6
20.60694444,65.63888889,247.87,986.98125,0,43558,6.07,6
19.64444444,82.26388889,163.65,982.3416667,2.2,29488,3.52,4
18.94583333,76.40972222,91.19,984.6680556,5.8,32417,3.7,4
17.14027778,68.84722222,44.02,990.9854167,0,45190,4.84,5
18.53125,64.65972222,71.35,991.8347222,0,47735,5.4,5
19.79305556,73.10416667,144.78,987.9222222,0,43393,5.1,5
20.15833333,82,117.83,984.2444444,6,27124,3.27,3
21.52361111,70.95138889,90.1,984.1152778,0,43201,5.06,5
19.80625,62.75,35.13,984.5638889,0,38156,4.57,5
19.05416667,61.31944444,153.44,982.5763889,0,49112,6.38,6
18.05694444,58.84027778,91.43,984.2319444,0,49838,5.88,6
20.99861111,53.53472222,14.85,986.8451389,0,49229,5.81,6
23.06180556,56.40277778,106.99,985.7041667,0,48132,6.44,6
26.10069444,55.95833333,262.62,978.3631944,0,47968,7.73,8
16.77083333,84.77777778,86.72,983.5222222,12.8,4469,1.06,1
18.02847222,75.88888889,36.01,982.9805556,0.2,40750,4.25,4
17.5625,65.02083333,133.58,982.20625,0,46218,5.6,6
16.59236111,55.5,150.1,984.6194444,0,49846,6.61,7
20.37708333,66.85416667,104.96,985.4076389,0,47096,5.4,5
15.50763889,81.23611111,164.2,987.7444444,0.4,19979,2.44,2
13.98125,61.97916667,51.76,989.5319444,0,50644,5.32,5
19.81736111,49.44444444,198.5,984.8354167,0,50004,7.29,7
19.12916667,62.85416667,94.41,986.9076389,0,41336,4.87,5
14.52986111,84.36111111,108.55,989.1965278,3,9324,1.29,1
17.51805556,74.63888889,23.18,985.3361111,0,37707,3.91,4
21.37986111,61.86111111,128.73,986.6840278,0,50278,6.34,6
19.27083333,73.03472222,194.15,992.1847222,0,42762,5.21,5
19.52986111,69.75694444,150.1,989.3951389,0,49720,6.03,6
19.2875,73.01388889,264.21,986.2215278,0,34317,4.87,5
21.16875,71.875,206.14,985.9097222,0,29472,4.3,4
23.52916667,70.5,101.73,984.5277778,0,45417,5.46,5
22.38611111,80.90972222,70.04,982.5798611,3.6,26252,3.25,3
19.64722222,82.13194444,378.08,987.6534722,0.6,21829,3.45,3
20.51388889,76.79861111,194.87,990.6486111,0.6,32489,4.46,4
22.96180556,75.93055556,64.83,985.0465278,0.2,26366,3.38,3
25.20694444,68.45833333,75.31,981.0833333,0,48160,5.95,6
24.69930556,58.09027778,56.34,981.6076389,0,51468,6.54,7
26.01875,53.36111111,137.38,980.3465278,0,49943,7.19,7
25.625,49.91666667,197.48,977.4361111,0,51134,8.1,8
19.80208333,62,203.54,985.2958333,0,52467,6.8,7
21.08472222,58.36111111,119.93,987.9791667,0,52950,6.69,7
25.76805556,57.02777778,104.26,984.8875,0,43641,6.15,6
26.59583333,58.90972222,214.14,983.9555556,0,29742,5.37,5
26.20486111,56.79861111,50.94,984.3826389,0,47194,6.02,6
28.95,46.72222222,120.85,980.2020833,0,48219,7.17,7
22.96944444,69.78472222,224.18,981.9215278,16.4,23613,3.81,4
17.63402778,68.45833333,211.37,993.6388889,0,37448,5.16,5
19.37430556,76.09722222,204.12,991.2013889,0,34286,4.58,5
24.14097222,70.91666667,73.08,985.3555556,0.2,42710,5.19,5
26.64513889,67.83333333,75.73,983.2618056,0.4,47118,5.94,6
27.82152778,61.38888889,62.67,980.9055556,0,46324,5.95,6
22.95902778,86.72222222,126.38,979.3840278,36.8,9764,1.42,1
20.74513889,72.48611111,259.08,986.0506944,0.2,39431,5.28,5
20.83333333,60.25,49.98,987.2493056,0,53697,6.17,6
23.90138889,52.88888889,79.14,985.2833333,0,53674,6.85,7
26.82013889,56.47916667,77.83,985.225,0,50722,6.81,7
25.70277778,63.54166667,70.08,985.3604167,0,42532,5.56,6
26.21805556,66.70833333,91.13,982.6944444,0,51154,6.52,7
26.87361111,63.0625,75.05,979.8875,0,51181,6.47,6
26.75763889,65.09027778,108.65,979.4208333,0,42335,5.54,6
22.87569444,79.29861111,151,980.3770833,14,28169,3.68,4
22.55,76.58333333,75.02,977.9680556,4.6,31474,3.9,4
23.6875,57.1875,98.16,980.2944444,0.2,52168,6.64,7
25.71527778,48.81944444,131.73,982.6784722,0,51627,7.62,8
27.24166667,51.84027778,167.7,981.5111111,0,49653,7.63,8
20.71666667,66.09027778,166.84,987.9777778,2.8,33824,4.55,5
19.93333333,57.09027778,71.85,991.8958333,0,53019,6.34,6
22.86041667,56.24305556,138.12,992.3604167,0,52692,7.23,7
24.33888889,63.59722222,124.46,991.5736111,0,49249,6.21,6
26.21111111,68.66666667,90.81,989.7284722,0,37956,4.96,5
25.93055556,69.04861111,95.02,987.3354167,0,50834,6.47,6
25.58955224,69.26119403,88.46,983.7261194,0,48416,6.04,6
26.746875,66.16666667,81.13,979.3791667,0.4,24650,4.89,5
25.17604167,79.39583333,119.37,977.834375,2,17459,3.67,4
22.73645833,85.16666667,164.95,980.7385417,1.6,14219,2.76,3
23.653125,73.86458333,133.54,988.0572917,0.2,24246,4.84,5
25.61666667,68.60416667,91.21,985.353125,0,26356,5.23,5
24.98125,69.32291667,113.34,983.290625,0.2,31446,6.01,6
25.11875,56.75,48.61,987.559375,0,33960,6.46,6
26.83020833,45.47916667,86.72,986.3239583,0,25858,5.67,6
22.40625,78.78125,100.96,982.86875,1.2,11971,2.57,3
24.12083333,81.47916667,114.99,978.55,1.6,17964,3.69,4
25.69166667,76.59375,174.15,978.2385417,8.8,25752,5.17,5
25.42395833,72.5625,143.56,982.890625,0.4,21787,4.29,4
21.69479167,67.45833333,289.25,989.2447917,0,32066,6.5,7
22.01354167,64.9375,156.9,988.7791667,0,32149,6.35,6
21.57083333,80.3125,112.15,984.1520833,9.8,10306,2.3,2
24.45729167,79.20833333,105.4,981.3802083,0,19202,3.56,4
22.11458333,67.91666667,216.79,984.7697917,0,32549,6.74,7
23.28541667,68.875,93.28,984.5708333,0,30472,5.8,6
24.6375,66.25,113.39,986.3104167,0,33327,6.36,6
25.18958333,61.76041667,88.86,985.7854167,0,32690,6.46,6
25.30104167,63.22916667,93.27,984.7229167,0.2,31462,6.28,6
23.78125,66.52083333,127.88,985.6614583,0,30893,6.11,6
23.86458333,62.23958333,115.44,987.14375,0,33403,6.53,7
24.9875,61.91666667,81.26,984.79375,0,31783,5.97,6
25.75625,61.77083333,99.71,982.1947917,0,26919,5.5,6
26.565625,60.40625,83.96,982.2989583,0,31019,6.16,6
27.51979167,58.80208333,74.28,981.084375,0,24215,4.95,5
26.94526316,64.83157895,181.77,979.3494737,0,19980,5.34,5
23.71979167,75.67708333,139.24,983.7760417,0,23725,4.78,5
18.59270833,86.22916667,136.76,988.0072917,25.8,8029,1.69,2
17.4375,69.88541667,102.92,992.878125,0,32585,5.42,5
18.553125,58.84375,53.11,994.9052083,0,32840,5.78,6
21.80833333,65.78125,100.5,994.8875,0,32357,5.95,6
22.809375,64.57291667,106.56,994.1270833,0,31668,5.99,6
23.69166667,65.89583333,92.35,992.4177083,0,29214,5.53,6
24.42604167,65.66666667,71.46,988.3822917,0,29654,5.54,6
25.60208333,65.96875,89.66,982.915625,0,23995,4.72,5
25.571875,66.36458333,61.35,978.05625,0,21509,4.4,4
23.203125,79.34375,80.83,977.2416667,7.6,13499,2.86,3
22.5375,76.02083333,70.76,981.6802083,0.6,19191,3.63,4
20.21458333,74.22916667,95.72,986.471875,0,22716,4.27,4
20.85416667,67.35416667,67.96,989.8166667,0,27307,5.05,5
22.11145833,69.78125,100.15,990.3947917,0.2,25495,4.85,5
22.453125,69.5,117.74,989.9677083,0.2,30013,5.77,6
23.09166667,68.84375,85.23,987.80625,0,29449,5.43,5
20.65625,81.01041667,66.21,985.66875,28,13329,2.55,3
22.121875,75.42708333,68.35,985.4875,0,25675,4.59,5
24.24479167,73.91666667,38.15,986.81875,0,22919,4.25,4
24.73541667,68.36458333,51.48,987.9604167,0,26948,5.13,5
22.29583333,75.35416667,50.18,986.3125,0,13522,2.61,3
23.90208333,69.41666667,30.86,982.853125,0,27778,4.98,5
25.140625,64.27083333,36.53,981.7145833,0,27979,5.2,5
21.22604167,67.11458333,105.36,985.9114583,0,22603,4.38,4
18.18645833,68.53125,46.65,988.621875,0,26220,4.42,4
20.79583333,62.42708333,52.66,987.49375,0,28691,5.2,5
22.565625,63.5625,55.41,985.028125,0,26136,4.9,5
25.121875,62.21875,63.01,981.6302083,0,27482,5.44,5
21.33229167,73.33333333,87.24,982.1229167,3.8,14374,3.16,3
17.04583333,66.66666667,49.09,985.0208333,0.2,27728,4.64,5
18.634375,63.75,30.43,984.3041667,0,14001,2.72,3
23.10729167,55.16666667,53.02,982.0541667,2.6,27081,5.4,5
20.60416667,70.78125,150.01,981.0322917,53.4,20153,4.02,4
18.48958333,68.66666667,20.42,987.09375,0,27232,4.41,4
20.73125,80.08333333,108.88,983.971875,11.2,10808,2.3,2
26.21354167,73.125,269.53,977.090625,14,22082,5.42,5
17.96875,69.4375,73.15,984.3302083,0,27383,4.58,5
19.85208333,67.21875,22.84,987.0885417,0,25131,4.31,4
17.05,74.33333333,86.42,990.3197917,0,25531,4.09,4
18.53229167,66.15625,32.9,987.128125,0,24790,4.19,4
23.10625,67.38541667,56.21,983.1645833,0,23982,4.45,4
20.475,84.42708333,92.84,982.640625,54,1345,0.68,1
17.60625,82.09375,106.16,986.715625,3.2,13106,2.46,2
12.70555556,80.27777778,59.9,995.7203704,0,14702,2.02,2